resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{'id': 3606646, 'resource_state': 1}",3x prisão,34658.4,5513,5617,752.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,18460002050,2026-05-11T04:30:22Z,2026-05-11T05:30:22Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,2,11,0,2,0,"{'id': 'a18460002050', 'summary_polyline': '}nhkFpdkw@yDc@aBeAgBlBq@Bk@g@aBiDqBmBaMmGiDA}FhAqCFcHw@}EOyNsAuF|@sI[}F{@gAg@w@VcAAc@XQr@NdD_@XUOsBeIU{BlAkb@j@wBdB_DxHiHZsAGsAwAoCaKoNoBsDwLi\\{AcCqAWqAFoBf@_BOeB`@kCSeCm@gAaAc@{@_BeEG{@Le@\\U|EFVOHa@`@kQQ{@cDgGKy@AuDK[i@MqCL]UJkBvB_Ij@w@zFmB|C]lB~@tAiAdKy@|@]pAgAz@MpXdK|Y`F|@a@^mAeA_KJwDj@qBl@sAtBmBpCi@vS]lLfCnAp@`CtBhAVfBE`@YAsFL_ASc@uEuCyOeG_CmAcAiAc@oAEuGWiAq@q@cDs@iG|Bc@@{@c@]Fs@xAsBpBaEjLo@dA{@n@_AVkEPcK^kGD{KjJoDnE]Nq@?oAe@uCiB_BeB}AeCyCkJ{BsBq@uAKkAFuAvAyCVyAIeAgAeF@mA\\eCCqAOqAa@kAqBcBu@yAi@kCEqCL{A^uAbBsEt@}@p@S`ALpBfBz@Tz@Md@c@xHkS~AkGOO}GWcGv@wB_@w@w@c@gAcBmMxA~Lx@nB~@p@dBPlE{@|It@vKEtATbAbA\\x@N`BHvh@HaDMgc@K_Bg@qA_A}@mAWyIAwJk@{Ft@aBQ{@k@u@{A}AeMIC|AlMr@vAnAz@xAHrFu@zHr@rKIjANlAhAf@`BDfAD`h@JcCMwc@KeBg@wAcA}@sAWmI?cJg@sBJmCh@eBMsA_Ai@oA_AoGYoDGC|AnMl@pAhAx@lALbGw@vHt@|KInAVdAbA^`AJ~@Fvh@JTbSjA~Cv@bBhAdAlArFpLjCrCl@tAn@B~FeCVA`Ar@lAq@nANj@j@Rl@N~Hd@jAnAnAxThJjBrAx@dAfAj@jHdGnBnApC`@hE]|@\\b@|@VvB?zB]bBmNfQ[lAHn@f@r@tKxJ~ApEpArBhBfA~BLFj@U~AoDzKHp@|AhAzBv@|n@pL`Cf@jAl@|@`Az@fBzOzg@vC`IxAz@n@z@LdA}AnJi@jHApZ{A`e@aB|o@U`Bc@tAoGlKUHOOQcBuAH_Bs@eA?kAn@i@x@iAtCcAh@kHaAmG[kBaBwAUaAn@w@fDeAhAqAV{CQi@e@qFsI{BmCy@gDe@{DB{D~@uDD{@}@oCcEeF_AyC', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[38.712921, -9.237146]","[38.715129, -9.241365]",6.287,16.54,79.4,12.0,153.9,375.0,189.0,True,849.0,True,142.2,177.0,False,True,220.4,7.4,19565176977,19565176977,2026-05-11-043022-ELEMNT_BOLT_9D28-117-020260511-7-tgo02z.fit,False,0,0,False,117.0
2,"{'id': 3606646, 'resource_state': 1}",Morning Workout,0.0,2590,2590,0.0,Workout,Workout,,Suunto Race S,18473126051,2026-05-12T06:03:08Z,2026-05-12T07:03:08Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,4,0,1,0,"{'id': 'a18473126051', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,followers_only,False,,[],[],0.0,0.0,,27.0,,,,,,True,89.9,108.0,False,True,17.2,17.2,19578384952,19578384952,6a02ce68a4367e0d447dde7b.fit,False,0,0,False,5.0
2,"{'id': 3606646, 'resource_state': 1}",Roadie,71832.6,8718,9195,483.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,18477277538,2026-05-12T11:12:28Z,2026-05-12T12:12:28Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,16,0,0,2,0,"{'id': 'a18477277538', 'summary_polyline': '_nhkFldkw@gFo@m@eCpBsJ~BiFq@yDlB_LKwG`FyVbIlAzEjCfIwG?gAsDYn[jNfRbC~FbBjCaBlF{@dC_ChDz@lPm^pFcUXeFoC}p@qH_s@|Gtr@tBbc@XjQ}F`WoP|]_BZ^tBwAdIq@|I?hY_E`wA{@rDgHdM{@xIj@pEfE~IHrHfAhKi@xLhEhWd@pJlFnUsBdMeAh]VhLz@hE~ErI~@xJlDbI|AvK`G~KjFvCjA|AbG~PpEtRfEnJhChDbHxFtBzDvFlZXxFSpLrAjHpPfQ~WrQzBnDlBrLCr]mAdE[rEmRrj@aD`ToAjRzCbQ[dHwFjJeHtEqAlBmA`IsE~H_ArGe@fMkBfH}H|IeHlQwLdLiEtJ}DzP?hRi@bFePbg@}O~YyCdKqL|VYpCr@nKg@lCkDh@uz@sDiNlCwOCm\\nYmDfAmg@}EsD[oJyAPvDlDlIzAxNxE`LOdDkC~FAfBhAtFgJxG]t@NhAmJbNg@fEZfC[vBbBrGG`AaAFsAmCkEgC_ACo@v@e@~DlDhE?tEjAbCMrBqB`CaBzEgG`Ba@|BcC~GyCdDiFBqDhDUlBxBhJKbAiESuEnEwP~CiD{Bw@?oA|@uAzF}AnAKt@`@~@dE`BdAlEwAzBqGzD_BpEsHrL]dh@qBvN_ElBs@dFNlCdAfCr@k@nFWtMLdB\\nEvDpKO`CrE|EzEzZjG~CvDxDVnHfDpB|DM|LvCbGnBvQpJdW~FpBhC`DrBtUdB~EtDdBdKkAzH|AfBbBrHjNrJl@tVrOdLlMlRbIdJdAnGiAxEoDpEsHvHgQjH_JnWo_AvFcKdHcUnEcJz@{IFwm@eBcP`@_a@k@sMzBcR`BuWjA}Kl@aBj@oKeCqh@n@uEuCyGuGzDk@KaCoDsFzEwAX_Eq@sBsBu@oBwAyYuBsXqDiPuEcF{AyEM_O\\oBzCkG\\_d@Z{BbCuFOeJ|Mc[bHgWpJkRfDeMxIoVv@iFRmUrEsMtAmGpBoDbLwKnGmPtHwItBuHl@mNp@oE^uAbDsD|AiKdAgBvHcFrF_Jf@{GsCoOByF|Eoa@zTsq@h@kHBmTi@mKmAwFqAeCcXeRaRyRgAaGTcLWgG}Fa[qBuDoHkG}BeD_EaJiF_T_GoPmHgFiGgL}AyKaDgHmAeLwEyHo@{Ba@sM`A_]XkDrAsEBaCcFeTi@}J}DuU~@}OeBmIOeIuE_K[yCv@cJbHaM`AeExDsuADa\\rAuMjAoFkCsBmCfC_Fx@qC}Aq@bAIbC}HkCiOkBkUgL_JhHoLgDiB}Bc@h@cFbZ|@fDBjBkBjJ?jB|@vBfEgDvEgBr@t@pAbI', 'resource_state': 2}",False,False,False,True,only_me,False,b17389585,"[38.712788, -9.237082]","[38.712103, -9.236025]",8.24,14.7,87.9,19.0,147.4,654.0,171.0,True,1283.2,True,145.0,176.0,False,True,172.6,7.6,19582568602,19582568602,2026-05-12-111228-ELEMNT_BOLT_9D28-118-020260512-7-b7d90z.fit,False,2,0,False,210.0
2,"{'id': 3606646, 'resource_state': 1}",MyWhoosh - Base Miles #3,23350.8,2634,2634,25.2,VirtualRide,VirtualRide,,MyWhoosh,18503593816,2026-05-14T11:52:53Z,2026-05-14T12:52:53Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,2,0,0,5,0,"{'id': 'a18503593816', 'summary_polyline': 'ioxrCkvcmIyEFkCIsEa@sGu@aH}@sS{CmL_BmEq@sFgA_NyCiEw@MD]b@OXGZ@j@H^Th@NB`Op@`CLbCV~B\\dDn@dAXdA^l@\\pB~AvAbA|DdChF~CjClBbCvBzBvBjFlF|BzB|ApA`BhAjAl@lAf@p@T`Bf@vMxDrBb@nBVzBN|A?`BIbBQp@M~@_@\\Sf@c@V[t@mAt@eBlDiK\\iAb@qBVaBH{@?SIe@GSS_@[YMGa@Ma@GaAI_BSsMeBwJcAsDW}@CyA?cDFyBE}E]cKkA}Fw@}OaC}MiBoFy@gGmAoKaCsFgAMAMBg@l@MXEl@D\\Zx@JFhPt@~AHbCV~B\\xE`AbAZn@\\dBrAbBlAnD~BpEjCrBrAv@l@rCbChEbEdGhGzArAbAv@x@h@z@b@|@b@`Cx@jPvEpCf@~@JzBL~A?pAIvBU^I`A_@\\Uf@c@n@{@f@aAZs@tDsKf@kB\\{AV_BJy@Ac@Ie@Qa@U[m@[o@K_AGmAOsImAwDc@aD_@wFi@qBKy@CuA?iEFaCIwD[oGs@kIeAmUiDqNoBcBW{Cm@oMuCuGqAO@_@`@QZI\\?^@NV~@JHvPv@`F`@fDh@zAZlBd@r@V~@j@bBtAhBlAbDvBrFbDbCdBlB`BlAjA|I|IxBrBrAdAvA`AnAl@p@VtBr@|OrEtAXrAPdCRtB@tAIhBQt@O`Aa@l@c@Z[X]`@q@\\u@lDyJv@gCj@kC\\yB@UCi@ESQc@IO][OGa@MgCW_OoBeGq@kFc@wBKyA?qEFeCIqD[uHy@cJmA_QiCcL{A_Em@wFeAaOeDoEy@MDi@p@K\\AL?`@BNRl@FLLFzOr@lBL`DZlCb@zCn@r@R~@^x@j@~ApAxFtDxG~DtB~AnBbBlChCnInIrAlA|@r@t@d@`Ah@rAl@dBl@|EtA', 'resource_state': 2}",False,False,False,False,followers_only,False,,"[24.212829, 54.74652]","[24.212985, 54.739546]",8.865,10.88,87.2,,161.5,181.0,164.0,True,425.5,True,141.8,152.0,True,True,4.2,-2.8,19609095255,19609095255,myActivityfile.fit,False,1,2,False,54.0
2,"{'id': 3606646, 'resource_state': 1}",Morning Workout,0.0,2505,2505,0.0,Workout,Workout,,Suunto Race S,18512923546,2026-05-15T06:01:00Z,2026-05-15T07:01:00Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,2,0,1,0,"{'id': 'a18512923546', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,followers_only,False,,[],[],0.0,0.0,,26.0,,,,,,True,85.5,128.0,False,True,21.6,21.6,19618502149,19618502149,6a06c07f8770fd2fa212ad71.fit,False,0,0,False,5.0
2,"{'id': 3606646, 'resource_state': 1}",Roadie,2921.4,419,419,10.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,18525390353,2026-05-16T08:11:58Z,2026-05-16T09:11:58Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,0,2,0,1,0,"{'id': 'a18525390353', 'summary_polyline': 'c_nnF`t}w@I_CGWKEO@_Al@}A\\iBp@_ANs@FkAKm@O_@Eo@SuBa@_AEo@AuAIo@?_A@g@E{Bk@[QKOGOGg@Y{HIw@GYs@gBUu@{@aFOkAGsA?mFCy@E[Us@MU_AkAUo@Ku@EmCQsAGYYo@_@o@eA}AMYK]SwAOq@qA}Cq@yBS]u@eA}@yA}@qAuBqDIW@UBI', 'resource_state': 2}",False,False,False,False,followers_only,False,b17389585,"[39.235744, -9.334158]","[39.244784, -9.313505]",6.972,14.14,70.6,16.0,99.2,335.0,124.0,True,40.5,True,117.4,138.0,False,True,109.6,8.6,19631088055,19631088055,2026-05-16-081158-ELEMNT_BOLT_9D28-119-020260516-8-7iph3u.fit,False,0,0,False,2.0
2,"{'id': 3606646, 'resource_state': 1}",Ao vento 🥵,43569.7,6527,6814,537.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,18526890876,2026-05-16T08:20:54Z,2026-05-16T09:20:54Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,1,11,0,1,0,"{'id': 'a18526890876', 'summary_polyline': 'owonFvizw@xCc@tBaC~@XvH_ErIcBpCyGNkCQe@uJgBuG_GiD\\g@e@eAeDlLc_@bAkOxCeD`@sAxAo^Gcj@f@eCpEiMvEyFRG~AtAtD^pGqDXp@?xBZvAjDfKnAfBdEf@zJc@|CgEdFa@`AaBvFoDjFaBrBEpJ{Cp@qEjF{FnA{JdAYzPrD`LvKbK`R|G_ApJGpO{AtMaFpK`@`FsA|B_A~A_ApDxA`CL|@vClBfDlA`L~@xEr@tJ?~@]p@UvBB|DdC|BvBRd@|@mDrHt@v@Gd@_CzA_EdEiIpEyFtE}D`Cc@v@m@tCtBrFU`CvDpI\\~DdDpPg@zDoBnIqArBqJrJG`@lBuBhG|C`AzDc@~Jq@lDz@bE`@tEbL|DjAtD~@lHlEdCnGzHtGbDpKrE|AFrCnAnHb@pHw@`D?nBx@tECpBfBnD~@nA`Bt@GrByAp@cDA{FjAsBzEk@pIsClLP\\g@j@iFpAsAlLgAdIkExE`ArJaBb@}@j@iE|AoEp@iDn@}TReApHwK`IuErBeGv@gAtFiFrK}CZHb@jCtA|D~IoL`KoKvF@vKyDlB_FnBiD|AaGJqBtEaCxCqF`DyJfB{P[uAsCqDJgGjA{D`C_@x@}@lAmCpCcMvD}Gn@sSSWk@p@yHa@{BiAiBKkHZ}Bg@kBdAoAKWu@BaEfAgEjBmAz@uBp@g@u@f@Qn@`ByCl@gDpAuAc@SoC~Ak@GsA}BiAwF_Bw@BwBcAiAIg@d@uDe@iGuLef@mW_[uKqFqK}JaDuA_IgKNgDt@yCxAkAhAsBbAq@xGoIdFsBpAeBzDiK}AqBQgDlAkHhBaF}@mDwFiEsAEn@[Cg@eDo@kCuCq@{Dd@iRk@a@yBDgB}@mDBFuDeBoBwCwIKmJi\\e@oAgA_B]{Bl@yGPoGYaB`AeDv@oCvBmBjCw@~EsF~EwLbBmE?qGwCaHUcGp@uFjCaE`AcCEyBl@eEPeHg@gBkAgH_AkHdEkEJiA~H{AjEkEJgChB_VbEiC|DqGfCkO`NqBzDa@pEaArAu@~BmDa@kBpCu@ZqByAeAsCcBa@mAL_@nAdArBFr@mAjIc@`AaGlDkLhBo@p@AjUY~@yLdGcHvF{ES}MnBkIhRkDxCwF|ImAvHb@tIk@tEyBpDoAjAmDH_Ba@a@V_A|CBhDsEnOsGhI@hBvC|LCpAm@pBu@jAgIlHwFhQmHjJ_GlOJvk@uAj^c@bBwCfDeApO_CtHq@`AWfB{ElO@jA~CtImAbCU|A', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[39.244804, -9.313517]","[39.243327, -9.311747]",6.675,14.4,81.3,18.0,151.6,400.0,170.0,True,989.5,True,145.5,171.0,False,True,147.8,4.6,19632602625,19632602625,2026-05-16-082054-ELEMNT_BOLT_9D28-120-020260516-734-7w34h6.fit,False,0,1,False,157.0
2,"{'id': 3606646, 'resource_state': 1}",Gravel pelo oeste by Gravoesfera,72080.2,10963,11633,802.0,Ride,Ride,10.0,Wahoo ELEMNT BOLT 3,18541571537,2026-05-17T08:22:58Z,2026-05-17T09:22:58Z,(GMT+00:00) Europe/Lisbon,3600.0,,,,5,15,0,1,0,"{'id': 'a18541571537', 'summary_polyline': 'e_nnF|s}w@@yEz@cC|HcBhLqIx@}IvDnDdHgGzOqG~VvCvAhCxDpBnB~HIlFx@lAlEuGiA{M`De@fLaXbMx@rTbN`DeGxIKmCcI@eDvEqDnCW|LBpFzF_A_Bb@sA_@vAjB~BeCyCoCjGcD`B[vLz@bErGdA|AnGtEqFtL_CbBiDDcEi@Ot@j@M|CgBpDqL|BcD|C_@`LxD`Nb_@hXhHGrNeFrIoMdG{DtL|A~KcAfMgEaAsMHeDvC_FxHZvJpKPfDuAxFhApGxWz`@dCjHsFzMoKtI~AxIi@lGhArEkCt`@iDdKb@jCzGdA|MhGt_@hHpz@lYdj@sC|`@fSlJe@jFhCzEvYUfEsDrKXdEpBtE~_@p]pKZhBxLbS`BHtN|El@fGrEbRtG|IfJvFhBiAfBx@|AzTdL`G_AjEgUfGoEKkMrBgIvGvGtLp@jHgAxRhD~KkEj@_GbCkDnFaQfFxDfMVzBcBcAeGnCwI`NgFlJvAhMuMxFvBfEsElERbA|Cg@hHjGrCnIcBxDkDdO}BvPmLVkB~CrH`IvCs@uC`CgAtCcJ`DoDBgGhBsGGoIpFcHUkKtAyG}EmNwCwBwRpIoEeD_SpFuB]wDcHoE}OpC}HAiHsTuGB{b@|@}KcAm^|@aJgAkOrDB~K_GtGc@oPsPw@gJiGuQmCuOzEc@`EaMdF{DG_J~EqZ|D_JUoE{Bu@]mG|B_CdMh@xBmMcIj@qG{BiE|CoDR]g^uHeLmB_GoSaS}DoGgGw_@oBkCMkNwCuU`AsN}@wPtC{Q@}FoCmMfAsDoBAn@sP}CkUq@LFbCm@`@uGWkE}B_@bB|B`ImG~BoBnJuEUcEvGjEpAz@|CUtCiGrNl@rPbDqAzEtUgAzCaJkB{ILwBdB_Fm@oJiEgLwJqDoKiEpAqZzWsKbOkKo@uQxHqDoE_d@xKkXlBcVKsZ|CiEaUsDkEuHaBQsIwCwJuMaWcU{BGeNgM}f@gWoZeKcF{PyMwHqJ~@wI~NyPrHqExDqKgBgGvDoPgAoDqGeG{HoEk@mD^{RwLmADgDwFiM_@}J}[_@aDcBeTh@iLzFaBzBw@`FwGrF{N`B{JgDyGUk]lH{MYiKkCuHdEeEReD`OkIrB{VjEkBhDoFlBqNtLqD|Fk@~EyBvEmD_@mDjDmDkFyDEv@vFoB~J{FfDaN~Ce@rWwUvNyT|AgIfRqLpOaA~Gd@dIw@rFuDdFsH@aAvCaDnRbA|DuA~FhFdMq@vAoBr@p@fL}ErNuEfJzEzOhGtBf@tAsBhT{H|LwAnLgDxAsEbGqGd@oCfDmBpM_EhJh@`EeBhVwDhCgCvJ', 'resource_state': 2}",False,False,False,False,everyone,False,b17389585,"[39.235771, -9.334106]","[39.239892, -9.311082]",6.575,17.62,80.7,17.0,143.6,426.0,165.0,True,1572.3,True,146.6,173.0,False,True,97.8,-23.6,19647482124,19647482124,2026-05-17-082258-ELEMNT_BOLT_9D28-121-020260517-18200-7l5rot.fit,False,2,2,False,275.0
