resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,average_cadence,average_watts,max_watts,weighted_average_watts,device_watts,kilojoules
2,"{'id': 3606646, 'resource_state': 1}",Lunch Workout,0.0,2543,2543,0.0,Workout,Workout,,Suunto Race S,17744745749,2026-03-16T12:54:38Z,2026-03-16T12:54:38Z,(GMT+00:00) Africa/Abidjan,0.0,,,,0,0,0,1,0,"{'id': 'a17744745749', 'summary_polyline': '', 'resource_state': 2}",True,False,False,True,only_me,False,,[],[],0.0,0.0,26.0,True,90.6,117.0,False,True,-5.0,-5.0,18843602121,18843602121,69b845249f03357e9353d0de.fit,False,0,0,False,5.0,,,,,,
2,"{'id': 3606646, 'resource_state': 1}",Sunrise crew ❤️🌅,45989.8,5279,5649,246.0,Ride,Ride,,Wahoo ELEMNT BOLT,17750421141,2026-03-17T05:40:12Z,2026-03-17T05:40:12Z,(GMT+00:00) Europe/Lisbon,0.0,,,,45,14,0,4,0,"{'id': 'a17750421141', 'summary_polyline': 'cnhkF~ckw@sFq@g@c@U}@dCoLtBeFeAu@AQlCcMFyAUqCHyAxBuLt@eGd@u@j@ErHnAfAd@nBjBdGyFbBWjMjF|@x@vJ~ChEWtBLbIbD|AKdBwApFu@h@c@l@mA\\O|@Xf@bA@z@aBrJe@rGAzZ_EzvAu@~CeHzLm@fCWnFDtA\\~AnDfG`@vAJ|Hr@dETtDq@rHHjDbEfVXnHd@nDx@bEdCjIRbBCdBsAnE[`DcAz]b@vMn@zBxCfE|@rBhAzKfDdH`@nB\\xEj@hB`G|KpA`AnChArAbBzFnPfEbR|EzK|CzDbGxEpBrD|FzZVbGUlM^hCt@xBxAtBnMdMjY`SbBhDhAtFXxC?l\\[jCu@bBI~CaS|k@wBvPq@zBAjCcAhJEbBN|BpCbN?tCc@dCaAbCsD~E{ArAiE~BuArBiAtHcDvEm@fB_AjGe@pMw@rDu@xBkA`BcDrCuApBqDlKyAxCyAdByHrGqBdDgCxGmDhNWdD?vP[tCk@zBeDfKqCtG}CjLmA`DiOnXyBfIyLfW]nAGjDl@vIYdBgBzBWjA@rLi@jKNjL_@rByBlDa@dB@`Ka@fCv@jAX`BvA~BdDzCfBjGzAnJdBnTLdJUpE\\Z\\m@QiLmAmRsAuKu@_EwAeFi@w@oBuA{BuDWkAIeCEaKJaBj@gB`B_Cb@{BEcHh@qRMgH^qA~AyB\\oADsA[wEJaBhBmF`JqRzGuVvGwLjBeEfDaMhDcI`EwMn@sF?mOLcCb@}B|AcF~AmCZmCz@uCrBiDnHqGdBoBzA{CrDuKlAgBpDeDbAyA|@mCp@qD^gMz@sFr@kBrCuDlA}HfBoCrG_EfDuErAmCh@qCBaD{CkOAmEpAwK\\kABmBpBgPpR_k@fAkEDyAj@aHE}VUwDy@cFm@sBeAeB_ByAaW{P_NyMgAgBo@yB]aCV}KSyGyFk[yBwDyGmFeDyE}DqJqEaRaGyPuAaBkCcAqAcA_G_Li@gBs@eHqDqImAeLgEuGu@iCa@mMdAs_@VoBnAyDFcCSwAsCgJ{@wEYcCUkH}DeUA}AfAkKQ{BsAuFOgIi@uBcD_G]yAG_BRsEb@_CpHqMt@gDtBc{@dAa[Da[jAuLvAqG_B}AaBm@eDwIeKy][]KRxLt_@uBhCw@xBo@pDuAIs@~@Ip@JbASPuIkCkJw@yHwCuFwC_AIuCoAkAoAs@TaFrFiAVqDwAyFcA{@a@[oA_@Oa@j@?|Ay@lDExA]r@cAhFHlAgAjC@`@p@dATpA?jEiArBA~A_AvCl@vAl@FtG_E`CYj@\\r@`E', 'resource_state': 2}",False,False,False,False,followers_only,False,b16394595,"[38.712929, -9.235897]","[38.712112, -9.23538]",8.712,16.76,10.0,True,151.6,177.0,False,True,-37.4,-118.8,18849271310,18849271310,2026-03-17-054012-ELEMNT_BOLT_367A-11-020260317-7-4xcxv6.fit,False,19,0,False,168.0,90.2,157.1,571.0,178.0,True,829.0
2,"{'id': 3606646, 'resource_state': 1}",MyWhoosh - Spiked Aerobic #2,21480.6,2555,2555,60.8,VirtualRide,VirtualRide,,MyWhoosh,17784659469,2026-03-19T21:16:55Z,2026-03-19T21:16:55Z,(GMT+00:00) Europe/Lisbon,0.0,,,,3,0,0,1,0,"{'id': 'a17784659469', 'summary_polyline': 'sbjtCgqulI{C{AaAMc@VeArBeAjDOfAAf@Fb@hAhC\\nALxAEz@g@hAiErDi@r@e@z@oFhME~@H\\TNZ?r@WnRaMlXgRhDgChAmAASw@o@Oc@bAiFH}@DkBGmBQoByAaLk@kC{@_DmAsDmA{C_@e@g@Wm@Ag@Ns@n@Wp@Cv@Lr@Xj@l@t@pDdDt@~@t@xBd@rCGh@[lA]v@i@v@_@DkBgAm@C_@Pc@d@[l@Gf@Ld@n@r@tFvCpA~@TXLr@AdA_@rDYzAQXWPk@?[KyTcMkAe@a@A]Lw@nAq@dBk@rBQxAFx@|@pBl@zBHdAMnAk@bAiDpCmAzAyFpMS`ADn@PVLBh@EzD}B|RqMtOsK`GmEvAmAHQASy@q@Ma@bAkFJ}ABmAKmC{@oHi@qDm@yCw@qCcBcFs@gB_@m@[Uq@Ko@Jg@Ze@v@K~@Hl@Zv@^f@zDpD|@dAl@fBh@hCB`@Q`A]fA]t@]^IF[A{A_AYK[?e@Vg@l@Wf@E`@Rh@j@n@pFtCpA|@^h@Hr@GtAa@lDOz@Yf@YL[@k@OsKkGoH_EoA]_@BKHo@`A_A~Ba@vAUdBDx@hAjCb@`BHjAG|@Sj@]f@yD`Dw@dAaG|MQt@Dt@RVLDl@I|EuCrb@oYfFyDpBiB@QIQm@c@Q_@fAcGJ{CIwBWmCsAuJsA}F_B_FcAiC]m@k@]q@E_@Hi@Ze@r@M~@L|@Th@f@p@|DrDz@dAp@xBb@hCIp@a@vAe@`A[\\g@@iBeAi@Am@b@]b@Uh@A^Tj@l@l@~F~CxAnAJr@A`AS|Ba@jCU`@SNc@Bc@ImNgIqEaCiAc@e@AUFk@x@cAdCm@xBMnABl@tAdDZtAFfAMjAg@|@oDxCq@t@c@t@qFfMQv@Ft@NRTDl@OzFkDfa@oXdGoEzAwA@S}@w@IQAUdAmFLgDI_Cy@kH}@wFy@oDgCwHk@wA_@o@]U_@Ic@@{@\\_@d@Sl@E`@Fp@Rj@d@r@vEnEl@x@d@vAh@jCBPC`@m@|B_@t@]^[BcBaAYK]@{@n@[f@Op@Rl@`@d@nGjD`At@\\h@Fr@IbB]vC[tASTYJw@IyTeMuAg@]AYH', 'resource_state': 2}",False,False,False,False,followers_only,False,,"[24.46817, 54.673709]","[24.471091, 54.673119]",8.407,11.9,,True,142.3,158.0,True,True,14.4,-0.4,18883643107,18883643107,myActivityfile.fit,False,1,2,False,53.0,86.3,157.5,252.0,165.0,True,402.4
2,"{'id': 3606646, 'resource_state': 1}",Lunch Workout,0.0,4681,4681,0.0,Workout,Workout,,Suunto Race S,17791420453,2026-03-20T12:42:15Z,2026-03-20T12:42:15Z,(GMT+00:00) Africa/Abidjan,0.0,,,,0,2,0,1,0,"{'id': 'a17791420453', 'summary_polyline': '', 'resource_state': 2}",True,False,False,True,only_me,False,,[],[],0.0,0.0,25.0,True,103.7,127.0,False,True,168.2,168.2,18890458676,18890458676,69bd5525070bc9539b42c620.fit,False,0,1,False,13.0,,,,,,
2,"{'id': 3606646, 'resource_state': 1}",Circular por Caria,66570.5,8714,9733,908.0,Ride,Ride,,Wahoo ELEMNT BOLT,17802004663,2026-03-21T09:30:33Z,2026-03-21T09:30:33Z,(GMT+00:00) Europe/Lisbon,0.0,,,,12,15,0,2,0,"{'id': 'a17802004663', 'summary_polyline': 'qbrtFdd}l@nDjClEiD~HMjIjBtEgG|Bi@`OxEfClJhF|B`DdMlAhA|G_FrBwE\\gH~BqChJhCnHxPlF_CpFdAj@{@d@_DvD@lDxChGaFtFh@lAs@jFkLvAmLzBjEd@vESlG~O}FtFoFf^kg@hHsBx@aB}BsHiBcB{DwVvCgVsEa|@XsJ|Cwl@]wJjAoDdG}EWeQnIcF~AqF|C}CrDuLx@}FSsMcEqJ\\iXqKm^EwC`DiTg@uDoH}BuAkLuCcHhB{E?_BmCaD}AyGeBuBcL{EuGiAoGcUjAaF~LwJfLqMbA_S|@kC`C}AbIInDcDzA}DV_MmE_C_DuI~EyLI_FmA{AKyA~FuD~D{UsA_[vHuj@~@gMuE_f@[{XmHiWw@eJ@yHwDsJ_MFs@{HBoHuJiImEeAy@kEeDaG|@_DfCsAtCaE~K_CRuC`AuAjCEtBrA|BuAnPhGbGuDfI{LtB_GrByRl@s^uQ{a@eNw]qCgKuC_EcIiGkFkKeHeGoBuDuO{k@_TyR{S{DkHuVc`@qf@kD}L_ImIkGeE{Kk[mJ}KqFoNmKgGkOwRiW{Gi@mAv@eDmB{AgHM}AwBwBeLwHgIqQcKiJyT{@iFgI{C{AjCBlGuAzH}BzEKvJyAxNoCxEkAnHcJtLsCbKa`@r_@eIhCwOpRmJfDoCtGkAvGD|Kq@`WgKbI_IbSsKhOaE~AqCxGuJjIkEzG_YpVeBfN_@vm@uY~g@PdJgDt@cGnEwGbJ}LnJuH~AyFq@eF`AgGxGmChFk@IeAcDy@OgClJwK~HiFmAcBWvGtBgInOvFdIcD_EY`x@}Qr~AxMjj@HdFkB|E{RpJcBtCH~[iEp^]xPk@nBcD`Cc@xAzG`YyAt^qIp`@wBfUsQlKkG^}BnAdBfHEzAgEzMmDl@u@pClB~J]vKw@jA_Ep@iA`DfDpD|IoB|BvDjH@rF~EbCp@`LtWxGbJbHtEhPlEvJhGx@zDgAnSxAhGbU`NlCf@nDgAhCtClB~FlBlVtJ|KpAlKd@|Q|G|BnE|F`G`CdK`JnBzDj@|FkA`IoA`AaFQ{A`DnA`BtFiA~Cj@xApAxBbHFfL{AhDn@lBcAbCy@|K|BXzKyMzAsC|BYlAtAzCwBvEIpKxIl@nES~FhApERrOzBnFzDkLAiJfAqEdD{B|E_HdHpJrI|EnDjHdG`A~CjGtFnAjCpDlDwCtDj@dEfEpItDdC~ChDMvBoBtOrAhDzAbIlJx@XdAaAz@cHdHHdD}ChCGpD~ChDfMrIg@lDvEvBe@hB|@bExKPjEzC|ChAhD|B`AlA~E~BzD', 'resource_state': 2}",False,False,False,False,followers_only,False,b16394595,"[40.241421, -7.526117]","[40.24157, -7.526233]",7.639,18.4,9.0,True,151.2,172.0,True,True,659.6,435.4,18901131965,18901131965,2026-03-21-093033-ELEMNT_BOLT_367A-12-020260321-7-cqa4fi.fit,False,6,0,False,263.0,86.6,152.3,590.0,170.0,True,1325.1
2,"{'id': 3606646, 'resource_state': 1}",Gravel Serrano,99988.8,15122,18641,1411.0,Ride,Ride,,Wahoo ELEMNT BOLT 3,17815071938,2026-03-22T07:08:30Z,2026-03-22T07:08:30Z,(GMT+00:00) Europe/Lisbon,0.0,,,,13,16,1,5,0,"{'id': 'a17815071938', 'summary_polyline': 'sprtF|p|l@gQeZ}CmNpFkDiFcUyL_b@yNyKeMz@~@sFvIqJlAsHnJsDl@_DuHiCbAaG}FwTcKw@}KyMjIgKsEyJMoOaMsTsCuI{@}MyF_PaPcGwCiNvDuPoEsC}R_]k@eJiD}GaHaHmXyDD_JgGtMaRWyTuF}l@zCtAuMoFsEec@wEgj@mc@aSzReDQuIlH_SP\\mDaPsb@}A{MjNcy@xAa_@wGqXlFeI`@wUqMmDu`@xDxPoAmRr@`@iIiDaK~ByLwRjAgIgFaBwGkNiFoLdFs[}IqKBkE}FDwKmG_HaIoXu]_QzCuD{@aD|a@qm@yL{MiByHaB^cOsUuH_FcJof@|GnHd^xEbOtLtSLsFrQpKdUhUdWh@xG~H~N~z@f|@zIpBjHaLjBh@qHoFqF_SyEwC}EsLlScc@vCaLh@uPdKqBlGaE`BuQzJgInW{AkEiU`GqB`FpDbHePdMeJhBaIpEvC|JeOtEmArAsLnOuFlRmr@fj@i{@xIqq@uMySvAk[uEeKbOq\\d@uKmAeDtCuRaCwEnDa@lAkVtPoVnHsXtEqKdGsKbFwAtU``@~UCzCvWbJ|UvThB`MfHrD~Y~FrE[jEzDxHgA`D|Jx]BrHvIpL@~D|EpJ|MjQ`GjSyA|]~BbN}Cv\\c@jl@~JtRhe@hc@aAnHvD~Ov@b^fFdb@mJnUcRtD{PaBm]e\\kQuIyJbP~EtLtIjg@hLvCfFnSdYbG`]mDxAxFlFIr@|[fDzEp@~JcCnD`@pKiC|P_H`LbEb[{@fJbEpCuC~LxDrF}AjLdK~FzAnFpGxEdJiBvB|LoArVoCxIdBlLgAfZ~GrNpHvIrE~\\bKpIpO|BX`JnFpZjRlg@bAf[lJbZpHp_AbYpHtFwJOqElGeMFwHjEwEyBwMlJuSf@sQtDoD~B_LwAuRcD_IfIsC|AkFWiOkSsHsHyOc@cLwIgK}Gke@^gFxWlEXfLdFtQjXhL|FxMgBxHhFjUvGzA|@vCuCd\\pKz]i@bUfEzLPbOsMz^iJpG\\jP{HlI}Df_A~EtbAoCxX`EvUdFnJmJ~EkPdUkE{DiNi]cUiX}Fo@yIcRsOkG{FuHkUYyK`GsDpVaWva@nAhNtA`F`E_BpF`H`Ke@rAeFdA~EpHqE|S\\hGbEgXp`@kFnCyKqAqEhRgHfFaFaOmJkNsQwFaGhIaKeBgQjCaa@go@mEsQiGu@yCeEiIf@aEiN}C{BgRnDaCjIwNuMoPiBuG`CmTyOuJbBoOeOoFs@}G}JtG~JxF|@nOfO|IsBrTfP|GeCjPhBbOxMlCwIdR_DjIxQxIa@rCfEzFd@tEzQjRtZ', 'resource_state': 2}",False,False,False,False,followers_only,False,b17389585,"[40.241749, -7.526487]","[40.241418, -7.526645]",6.612,17.24,14.0,True,154.8,176.0,True,True,662.8,383.6,18914358650,18914358650,2026-03-22-070830-ELEMNT_BOLT_9D28-96-020260322-514-y9z284.fit,False,10,0,False,530.0,79.8,146.9,491.0,168.0,True,2222.9
